name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,title,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage
Arturo Moreno,Moreno,arturo-moreno,arturo-moreno,2.116,70,"billboards, Anaheim Angels",Sports,M,United States,,1488028803343,AZ,Arizona,2133.406,977,977,http://specials-images.forbesimg.com/imageserve/57e194724bbe6f6781c52fb0/416x416.jpg?background=000000&cropX1=225&cropX2=719&cropY1=100&cropY2=595
Ashwin Dani,Dani,ashwin-dani,ashwin-dani,0,74,paints,Manufacturing,M,India,,1488028803343,,,2837.408,720,720,http://specials-images.forbesimg.com/imageserve/9bf06949d5c12f85adf63cf324a465fd/416x416.jpg?background=000000&cropX1=23&cropX2=724&cropY1=111&cropY2=812
Asok Kumar Hiranandani,Hiranandani,asok-kumar-hiranandani,asok-kumar-hiranandani,0,62,real estate,Real Estate,M,Singapore,,1488028803344,,,1228.995,1633,1633,
August Oetker,Oetker,august-oetker,august-oetker,0,72,consumer goods,Fashion & Retail,M,Germany,,1488028803343,,,1967.707,1069,1070,
August von Finck,von Finck,august-von-finck,august-von-finck,-17.073,86,investments,Finance and Investments,M,Germany,,1488028803343,,,7384.226,194,194,
Augusto & Giorgio Perfetti,Perfetti,augusto-giorgio-perfetti,no-pic,0,,candy,Food and Beverage,M,Italy,,1488028803343,,,5814.146,264,264,
Austen Cargill II,Cargill,austen-cargill-ii,no-pic,0,65,Cargill,Food and Beverage,M,United States,,1488028803343,MT,Montana,3928.103,465,465,
Axel Oberwelland,Oberwelland,axel-oberwelland,no-pic,0,50,candy,Food and Beverage,M,Germany,,1488028803343,,,4371.464,402,402,
Ayman Asfari,Asfari,ayman-asfari,ayman-asfari,2.035,58,oil services,Energy,M,United Kingdom,,1488028803344,,,1076.816,1779,1779,
Azad Moopen,Moopen,azad-moopen,azad-moopen,0,63,healthcare,Healthcare,M,India,,1488028803344,,,1026,1830,1830,http://specials-images.forbesimg.com/imageserve/57d990b54bbe6f6781c4fb29/416x416.jpg?background=000000&cropX1=2&cropX2=545&cropY1=66&cropY2=609
Azim Premji,Premji,azim-premji,azim-premji,0,71,software services,Technology,M,India,"Chairman, Wipro Limited (ADR)",1488028803343,,,15106.577,70,70,http://specials-images.forbesimg.com/imageserve/57d87de9a7ea430a8a19dd33/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=248&cropY2=992
Aziz Akhannouch & family,Akhannouch,aziz-akhannouch,aziz-akhannouch,-3.061,56,"petroleum, diversified",Diversified,M,Morocco,,1488028803344,,,1549.123,1347,1347,
B. Wayne Hughes,Hughes,b-wayne-hughes,b-wayne-hughes,16.443,83,self storage,Service,M,United States,,1488028803343,KY,Kentucky,2840.105,718,718,
B. Wayne Hughes Jr,Hughes,b-wayne-hughes-jr,b-wayne-hughes-jr,6.478,56,storage facilities,Real Estate,M,United States,,1488028803344,CA,California,1320.134,1546,1546,http://specials-images.forbesimg.com/imageserve/57e11ce9a7ea430a8a1a093c/416x416.jpg?background=000000&cropX1=21&cropX2=676&cropY1=53&cropY2=709
Baba Kalyani,Kalyani,baba-kalyani,baba-kalyani,-0.001,68,engineering,Construction & Engineering,M,India,,1488028803343,,,2415.323,875,875,http://specials-images.forbesimg.com/imageserve/57d88af331358e16c5898fd0/416x416.jpg?background=000000&cropX1=0&cropX2=684&cropY1=279&cropY2=964
Bachtiar Karim & family,Karim,bachtiar-karim,no-pic,0,60,manufacturing,Manufacturing,M,Indonesia,,1488028803344,,,1204.059,1659,1659,
Bahaa Hariri,Hariri,bahaa-hariri,bahaa-hariri,0,50,"real estate, investments, logistics",Real Estate,M,Lebanon,,1488028803343,,,2157,970,970,
Balkrishan Goenka,Goenka,balkrishan-goenka,balkrishan-goenka,0,50,textiles,Manufacturing,M,India,,1488028803344,,,1397.693,1464,1464,//specials-images.forbesimg.com/imageserve/55f8ca6be4b0ffa7afe49fbf/416x416.jpg?background=000000&cropX1=184&cropX2=601&cropY1=48&cropY2=465
Barry Diller,Diller,barry-diller,barry-diller,-1.552,75,online media,Media & Entertainment,M,United States,,1488028803343,NY,New York,2800.759,729,729,http://specials-images.forbesimg.com/imageserve/57e1237fa7ea430a8a1a0948/416x416.jpg?background=000000&cropX1=5&cropX2=739&cropY1=122&cropY2=857
Barry Lam,Lam,barry-lam,barry-lam,-3.577,67,electronics,Technology,M,Taiwan,,1488028803343,,,3795.981,498,498,http://specials-images.forbesimg.com/imageserve/57a394324bbe6f2005cab66b/416x416.jpg?background=000000&cropX1=11&cropX2=731&cropY1=19&cropY2=739
Beate Heister & Karl Albrecht Jr.,Albrecht Jr.,beate-heister-karl-albrecht-jr,no-pic,0,,supermarkets,Fashion & Retail,,Germany,,1488028803343,,,26780.98,26,26,
Beda Diethelm,Diethelm,beda-diethelm,no-pic,1.323,76,hearing aids,Healthcare,M,Switzerland,,1488028803344,,,1055.333,1798,1798,
Belmiro de Azevedo,de Azevedo,belmiro-de-azevedo,belmiro-de-azevedo,-5.894,78,retail,Diversified,M,Portugal,,1488028803344,,,1540.906,1352,1352,
Ben Silbermann,Silbermann,ben-silbermann,ben-silbermann,0,34,Pinterest,Technology,M,United States,,1488028803344,CA,California,1570,1334,1334,
Benjamin de Rothschild,de Rothschild,benjamin-de-rothschild,benjamin-de-rothschild,-7.795,53,banking,Finance and Investments,M,Switzerland,,1488028803344,,,1496.334,1385,1385,
Bennett Dorrance,Dorrance,bennett-dorrance,bennett-dorrance,2.125,71,Campbell Soup,Food and Beverage,M,United States,,1488028803343,AZ,Arizona,3207.461,614,614,http://specials-images.forbesimg.com/imageserve/2a96ddbe76c1eeed78fcd008987e09e8/416x416.jpg?background=000000&cropX1=64&cropX2=682&cropY1=137&cropY2=756
Benu Gopal Bangur,Bangur,benu-gopal-bangur,benu-gopal-bangur,0,85,cement,Manufacturing,M,India,,1488028803343,,,5607.82,277,277,http://specials-images.forbesimg.com/imageserve/a2452fb4fb9048a14be1e743af0f06bc/416x416.jpg?background=000000&cropX1=45&cropX2=684&cropY1=16&cropY2=656
Beny Steinmetz,Steinmetz,beny-steinmetz,beny-steinmetz,0.882,60,"mining, diamonds, real estate",Metals & Mining,M,Israel,,1488028803344,,,1141.798,1715,1715,
Bergit Douglas,Douglas,bergit-douglas,bergit-douglas,0,70,consumer goods,Food and Beverage,F,Germany,,1488028803343,,,1967.707,1069,1071,
Bernard Arnault & family,Arnault,bernard-arnault,bernard-arnault,-453.298,67,LVMH,Fashion & Retail,M,France,"Chairman and CEO, LVMH Moet Hennessy Louis Vuitton",1488028803343,,,41913.003,11,11,
Bernard (Barry) Sherman,Sherman,bernard-barry-sherman,bernard-barry-sherman,-0.072,74,pharmaceuticals,Healthcare,M,Canada,"Chairman and CEO, Apotex",1488028803343,,,3045.063,663,663,
Bernard Broermann,Broermann,bernard-broermann,bernard-broermann,0,73,hospitals,Healthcare,M,Germany,,1488028803343,,,3171.307,626,626,
Bernard Ecclestone & family,Ecclestone,bernard-ecclestone,bernard-ecclestone,-0.267,86,Formula One,Sports,M,United Kingdom,,1488028803343,,,2918.352,696,696,
Bernard Fraisse,Fraisse,bernard-fraisse,no-pic,0,60,pharmaceuticals,Healthcare,M,France,,1488028803343,,,2315.63,909,909,
Bernard Marcus,Marcus,bernard-marcus,bernard-marcus,31,87,Home Depot,Fashion & Retail,M,United States,"Co-founder, ex chairman of the board, Home Depot",1488028803343,GA,Georgia,4073.75,443,443,http://specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropX1=37&cropX2=744&cropY1=56&cropY2=763
Bernard Saul II,Saul,bernard-saul-ii,bernard-saul-ii,-0.933,84,"banking, real estate",Finance and Investments,M,United States,"Chairman and CEO, Saul Centers Inc.",1488028803343,MD,Maryland,3588.739,541,541,http://specials-images.forbesimg.com/imageserve/e2b0e387987c0fa0aef2253b5912e328/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
Bernardo Matte,Matte,bernardo-matte,bernardo-matte,-23.782,61,paper,Manufacturing,M,Chile,,1488028803343,,,2761.473,742,742,
Bernd Freier,Freier,bernd-freier,bernd-freier,0,60,fashion retail,Fashion & Retail,M,Germany,,1488028803344,,,1654.019,1263,1263,
Bernhard Braun-Luedicke,Braun-Luedicke,bernhard-braun-luedicke,no-pic,0,40,medical technology,Healthcare,M,Germany,,1488028803344,,,1340.642,1522,1522,
Bertil Hult,Hult,bertil-hult,bertil-hult,0,76,education,Service,M,Sweden,,1488028803343,,,4000,456,456,
Bhadresh Shah,Shah,bhadresh-shah,bhadresh-shah,0,65,engineering,Manufacturing,M,India,,1488028803344,,,1333.712,1535,1535,
Bharat Desai,Desai,bharat-desai,bharat-desai,-13.092,64,IT consulting,Technology,M,United States,"Chairman and Co-founder, Syntel Inc.",1488028803344,FL,Florida,1029.432,1826,1826,http://specials-images.forbesimg.com/imageserve/73371aed5d8a47d09f73069801fb7c45/416x416.jpg?background=000000&cropX1=182&cropX2=537&cropY1=60&cropY2=415
Bidzina Ivanishvili,Ivanishvili,bidzina-ivanishvili,bidzina-ivanishvili,0,61,investments,Finance and Investments,M,Georgia,,1488028803343,,,4517,379,379,
Bill Adderley & family,Adderley,bill-adderley,no-pic,16.036,68,home furnishings,Fashion & Retail,M,United Kingdom,,1488028803344,,,1238.921,1627,1627,
Bill Alfond,Alfond,bill-alfond,no-pic,0.762,68,shoes,Fashion & Retail,M,United States,,1488028803344,ME,Maine,1439.74,1432,1432,
Bill Gates,Gates,bill-gates,bill-gates,112.185,61,Microsoft,Technology,M,United States,"Cofounder, Bill &#38; Melinda Gates Foundation",1488028803343,WA,Washington,86356.824,1,1,http://specials-images.forbesimg.com/imageserve/57a344944bbe6f2005caa044/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=168&cropY2=912
Bill Gross,Gross,bill-gross,bill-gross,0,72,investments,Finance and Investments,M,United States,"Cofounder and Co-Chief Investment Officer, Pacific Investment Management Company LLC",1488028803343,CA,California,2468,851,851,http://specials-images.forbesimg.com/imageserve/57e182844bbe6f6781c52e63/416x416.jpg?background=000000&cropX1=167&cropX2=574&cropY1=140&cropY2=548
Bill Haslam,Haslam,bill-haslam,bill-haslam,0,58,truck stops,Fashion & Retail,M,United States,,1488028803343,TN,Tennessee,2613.609,788,788,http://specials-images.forbesimg.com/imageserve/57e0786531358e16c589ba0b/416x416.jpg?background=000000&cropX1=26&cropX2=725&cropY1=37&cropY2=736
Billy Joe (Red) McCombs,McCombs,billy-joe-red-mccombs,billy-joe-red-mccombs,0,89,"real estate, oil, cars",Diversified,M,United States,,1488028803344,TX,Texas,1610.277,1293,1293,
Billy Kan,Kan,billy-kan,billy-kan,-15.468,64,"finance, energy",Energy,M,Hong Kong,,1488028803344,,,1029.487,1825,1825,
Binod Chaudhary & family,Chaudhary,binod-chaudhary,binod-chaudhary,0,61,diversified,Diversified,M,Nepal,,1488028803344,,,1303.307,1559,1559,
Blair Parry-Okeden,Parry-Okeden,blair-parry-okeden,no-pic-female,0,66,media,Media & Entertainment,F,United States,,1488028803343,,,12177.626,107,107,
Bob Ell,Ell,bob-ell,bob-ell,0,72,property,Construction & Engineering,M,Australia,,1488028803344,,,1307.71,1557,1557,
Bob Parsons,Parsons,bob-parsons,bob-parsons,15.45,66,web hosting,Technology,M,United States,,1488028803343,AZ,Arizona,2550.537,803,803,http://specials-images.forbesimg.com/imageserve/57e182f231358e16c589bfa9/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=56&cropY2=797
Bobby Murphy,Murphy,bobby-murphy,bobby-murphy,0,28,Snapchat,Technology,M,United States,"Cofounder, Snap",1488028803343,CA,California,4032,452,452,http://specials-images.forbesimg.com/imageserve/57e19e64a7ea430a8a1a0f0d/416x416.jpg?background=000000&cropX1=242&cropX2=730&cropY1=155&cropY2=643
Boris Mints,Mints,boris-mints,boris-mints,-0.544,58,real estate,Real Estate,M,Russia,,1488028803344,,,1342.791,1518,1518,
Boris Rotenberg,Rotenberg,boris-rotenberg,boris-rotenberg,0,60,"construction, pipes, chemicals",Construction & Engineering,M,Russia,,1488028803344,,,1032.231,1821,1821,
B.R. Shetty,Shetty,br-shetty,br-shetty,-31.566,75,healthcare,Healthcare,M,India,,1488028803343,,,2992.931,681,681,http://specials-images.forbesimg.com/imageserve/55f78424e4b0ffa7afe4947e/416x416.jpg?background=000000&cropX1=143&cropX2=682&cropY1=35&cropY2=575
Brad Kelley,Kelley,brad-kelley,brad-kelley,0,60,tobacco,Real Estate,M,United States,,1488028803343,TN,Tennessee,2196.2,954,954,http://specials-images.forbesimg.com/imageserve/5520633fa27facb88417bcf9fb84cd37/416x416.jpg?background=000000&cropX1=0&cropX2=1312&cropY1=209&cropY2=1520
Brandt Louie,Louie,brandt-louie,brandt-louie,0,73,drugstores,Food and Beverage,M,Canada,,1488028803343,,British Columbia,1960.482,1080,1080,
Brian Acton,Acton,brian-acton,brian-acton,2.942,45,WhatsApp,Technology,M,United States,,1488028803343,CA,California,5623.156,275,275,http://specials-images.forbesimg.com/imageserve/2c6be72a0dbfea450666781439e6bc05/416x416.jpg?background=000000&cropX1=232&cropX2=633&cropY1=71&cropY2=472
Brian Chesky,Chesky,brian-chesky,brian-chesky,0,35,Airbnb,Technology,M,United States,"CEO and Cofounder, Airbnb, Inc.",1488028803343,CA,California,3800,495,495,http://specials-images.forbesimg.com/imageserve/57e0868d31358e16c589ba4e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=153&cropY2=897
Brian Higgins,Higgins,brian-higgins,no-pic,0,52,hedge funds,Finance and Investments,M,United States,"Co-Founder, King Street Capital Management",1488028803344,NY,New York,1600,1300,1301,
Brian Roberts,Roberts,brian-roberts,brian-roberts,9.692,57,Comcast,Service,M,United States,,1488028803344,PA,Pennsylvania,1708.558,1229,1229,
Brian Sheth,Sheth,brian-sheth,brian-sheth,0,41,investments,Finance and Investments,M,United States,,1488028803344,TX,Texas,1100,1758,1758,
Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,-3.348,81,electronics,Technology,M,Taiwan,,1488028803344,,,1429.724,1440,1440,
Bruce Halle,Halle,bruce-halle,bruce-halle,0,86,tires,Automotive,M,United States,"Chairman, Discount Tire Co.",1488028803343,AZ,Arizona,6447.193,227,227,http://specials-images.forbesimg.com/imageserve/57e057534bbe6f6781c52536/416x416.jpg?background=000000&cropX1=0&cropX2=657&cropY1=29&cropY2=686
Bruce Karsh,Karsh,bruce-karsh,bruce-karsh,-5.362,61,private equity,Finance and Investments,M,United States,"President, Oaktree Capital Group LLC",1488028803343,CA,California,2018.208,1038,1038,http://specials-images.forbesimg.com/imageserve/37cb3c5439cefb35fd4e59b7834e34a8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=139&cropY2=883
Bruce Kovner,Kovner,bruce-kovner,bruce-kovner,0,72,hedge funds,Finance and Investments,M,United States,"Founder, Caxton Associates LP",1488028803343,NY,New York,5500,291,291,http://specials-images.forbesimg.com/imageserve/57e05cda31358e16c589b926/416x416.jpg?background=000000&cropX1=0&cropX2=670&cropY1=32&cropY2=702
Bruce Nordstrom,Nordstrom,bruce-nordstrom,bruce-nordstrom,49.008,83,Nordstrom department stores,Fashion & Retail,M,United States,,1488028803344,WA,Washington,1184.537,1676,1676,
Brunello Cucinelli & family,Cucinelli,brunello-cucinelli,brunello-cucinelli,-16.422,63,fashion,Fashion & Retail,M,Italy,,1488028803344,,,983.618,1852,1852,
Bruno Schroder & family,Schroder,bruno-schroder,bruno-schroder,-54.274,84,banking,Finance and Investments,M,United Kingdom,,1488028803343,,,5052.069,326,326,
Bruno Steinhoff,Steinhoff,bruno-steinhoff,no-pic,-17.634,79,furniture,Fashion & Retail,M,Germany,,1488028803344,,,1169.257,1691,1691,
Bryan Sheffield,Sheffield,bryan-sheffield,no-pic,-19.043,38,oil & gas,Energy,M,United States,,1488028803344,TX,Texas,1170.157,1690,1690,http://specials-images.forbesimg.com/imageserve/584ebc984bbe6f1f20e8d080/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=84&cropY2=828
Bubba Cathy,Cathy,bubba-cathy,bubba-cathy,0,62,Chick-Fil-A,Food and Beverage,M,United States,,1488028803343,GA,Georgia,3814.849,490,490,http://specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropX1=43&cropX2=624&cropY1=27&cropY2=609
Bulat Utemuratov,Utemuratov,bulat-utemuratov,bulat-utemuratov,-3.089,59,"mining, banking, hotels",Metals & Mining,M,Kazakhstan,,1488028803343,,,2384.021,887,887,
Bulent Eczacibasi,Eczacibasi,bulent-eczacibasi,bulent-eczacibasi,-10.339,67,"pharmaceuticals, diversified",Diversified,M,Turkey,,1488028803344,,,1619.208,1287,1287,
C. Dean Metropoulos,Metropoulos,c-dean-metropoulos,c-dean-metropoulos,-7.121,70,investments,Food and Beverage,M,United States,,1488028803343,FL,Florida,2440.963,867,867,http://specials-images.forbesimg.com/imageserve/57e17607a7ea430a8a1a0c7f/416x416.jpg?background=000000&cropX1=137&cropX2=606&cropY1=48&cropY2=517
Cai Dongqing,Cai,cai-dongqing-2,cai-dongqing-2,35.083,47,animation,Media & Entertainment,M,China,,1488028803343,,Guangdong,2001.296,1047,1047,
Cai Kui,Cai,cai-kui,cai-kui,43.895,54,real estate,Real Estate,M,China,,1488028803343,,Sichuan,2871.978,708,708,
Cao Kejian,Cao,cao-kejian,cao-kejian,5.217,54,air compressors,Manufacturing,M,China,,1488028803344,,Zhejiang,1421.965,1444,1444,
Cao Longxiang & family,Cao,cao-longxiang,no-pic,30.388,59,pharmaceuticals,Healthcare,M,China,,1488028803343,,Jiangsu,2919.376,695,695,http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780
Cargill MacMillan III,MacMillan,cargill-macmillan-iii,no-pic,0,57,Cargill,Food and Beverage,M,United States,,1488028803344,CO,Colorado,1239.254,1623,1623,
Carl Bennet,Bennet,carl-bennet,no-pic,-36.026,65,investments,Finance and Investments,M,Sweden,,1488028803343,,,2519.764,828,828,
Carl Cook,Cook,carl-cook,carl-cook,0,54,medical devices,Healthcare,M,United States,,1488028803343,IN,Indiana,7470.983,188,188,http://specials-images.forbesimg.com/imageserve/25d1399bdf56ecfab4f15f040e20fbe0/416x416.jpg?background=000000&cropX1=118&cropX2=619&cropY1=68&cropY2=569
Carl Ferdinand Oetker,Oetker,carl-ferdinand-oetker,no-pic,0,44,consumer goods,Fashion & Retail,M,Germany,,1488028803343,,,1967.707,1069,1072,
Carl Icahn,Icahn,carl-icahn,carl-icahn,48.224,81,investments,Finance and Investments,M,United States,"Founder, Icahn Capital Management",1488028803343,NY,New York,16486.702,56,56,http://specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=113&cropX2=730&cropY1=63&cropY2=680
Carlo Benetton,Benetton,carlo-benetton,carlo-benetton,-9.368,73,"fashion retail, investments",Fashion & Retail,M,Italy,,1488028803343,,,2633.951,781,781,
Carlo Fidani,Fidani,carlo-fidani,carlo-fidani,0,62,real estate,Real Estate,M,Canada,"Chairman, Orlando Corporation",1488028803343,,Ontario,2041.549,1025,1025,
Carlos Alberto Sicupira,Sicupira,carlos-alberto-sicupira,no-pic,-33.374,69,beer,Food and Beverage,M,Brazil,,1488028803343,,,12487.784,99,99,
Carlos Ardila Lülle,Ardila Lülle,carlos-ardila-lulle,carlos-ardila-lulle,0,86,"soft drinks, diversified",Food and Beverage,M,Colombia,,1488028803343,,,2651.247,774,774,
Carlos Hank Rhon,Hank Rhon,carlos-hank-rhon,carlos-hank-rhon,7.007,69,banking,Diversified,M,Mexico,,1488028803343,,,1940.353,1094,1094,
Carlos Rodriguez-Pastor,Rodriguez-Pastor,carlos-rodriguez-pastor,carlos-rodriguez-pastor,-18.588,57,finance,Finance and Investments,M,Peru,,1488028803343,,,2687.77,760,760,
Carlos Sanchez,Sanchez,carlos-sanchez,carlos-sanchez,0,55,generic drugs,Healthcare,M,Brazil,,1488028803344,,,1787.778,1193,1193,
Carlos Slim Helu & family,Slim Helu,carlos-slim-helu,carlos-slim-helu,-472.178,77,telecom,Telecom,M,Mexico,"Honorary Chairman, Am&#233;rica M&#243;vil",1488028803343,,,55297.646,6,6,
Carol Jenkins Barnett,Barnett,carol-jenkins-barnett,no-pic-female,0,60,Publix supermarkets,Food and Beverage,F,United States,"Chairman, Publix  Super Markets",1488028803344,FL,Florida,1671,1250,1250,
Caroline Hagen Kjos,Hagen Kjos,caroline-hagen-kjos,caroline-hagen-kjos,-9.754,33,conglomerate,Diversified,F,Norway,,1488028803343,,,2510.4,835,835,
Carolus Nolet Sr,Nolet,carolus-nolet-sr,no-pic,-0.099,76,Ketel One vodka,Food and Beverage,M,Netherlands,,1488028803343,,,2463.18,852,852,
