name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
Wen Jianping,Wen,wen-jianping,wen-jianping,5.176,54,sewage treatment,Service,M,China,1488028203332,1414.077,1447,1447,
Wong Luen Hei,Wong,wong-luen-hei,wong-luen-hei,24.579,55,pipe manufacturing,Manufacturing,M,China,1488028203331,1957.949,1083,1083,
Zhou Chengjian,Zhou,zhou-chengjian,zhou-chengjian,24.208,51,retail,Fashion and Retail,M,China,1488028203331,2102.51,994,994,
Ali Ibrahim Agaoglu,Agaoglu,ali-ibrahim-agaoglu,ali-ibrahim-agaoglu,0,62,construction,Construction & Engineering,M,Turkey,1488028203332,1015.474,1838,1838,
Benu Gopal Bangur,Bangur,benu-gopal-bangur,benu-gopal-bangur,0,85,cement,Manufacturing,M,India,1488028203331,5607.82,277,277,http://specials-images.forbesimg.com/imageserve/a2452fb4fb9048a14be1e743af0f06bc/416x416.jpg?background=000000&cropX1=45&cropX2=684&cropY1=16&cropY2=656
Ana Maria Brescia Cafferata,Brescia Cafferata,ana-maria-brescia-cafferata,no-pic-female,0,92,"mining, banking",Diversified,F,Peru,1488028203332,1450,1421,1421,
Rosa Brescia Cafferata,Brescia Cafferata,rosa-brescia-cafferata,no-pic-female,,90,"mining, fisheries",Diversified,F,Peru,1425251428820,,,,
Christoph Henkel,Henkel,christoph-henkel,christoph-henkel,-10.727,,consumer goods,Retail,M,Germany,1488028203332,1800.618,1182,1182,
Ana Maria Marcondes Penido Sant'Anna,Marcondes Penido Sant'Anna,ana-maria-marcondes-penido-santanna,no-pic-female,6.193,61,toll roads,Construction & Engineering,F,Brazil,1488028203332,1484.775,1397,1397,
Cesar Mata Pires,Mata Pires,cesar-mata-pires,no-pic,,,construction,Construction & Engineering,M,Brazil,1394743407776,,,,
Manuel Moroun,Moroun,manuel-moroun,manuel-moroun,7.81,89,transportation,Logistics,M,United States,1488028203332,1518.675,1368,1368,
Ahsen Ozokur,Ozokur,ahsen-ozokur,no-pic-female,,66,food manufacturing,Food and Beverage,F,Turkey,1425255933939,,,,
Thomas Steyer,Steyer,thomas-steyer,thomas-steyer,0,59,hedge funds,Investments,M,United States,1488028203332,1615,1290,1290,
Wong Kwong Yu,Wong,wong-kwong-yu,wong-kwong-yu,43.85,47,retail,Retail,M,China,1488028203332,1760.668,1210,1210,
Sergio Lins Andrade,Andrade,sergio-lins-andrade,no-pic,,69,construction,Construction & Engineering,M,Brazil,1425251446061,,,,
Tom Benson,Benson,tom-benson,tom-benson,0,89,New Orleans Saints,Sports,M,United States,1488028203331,2568.2,801,801,http://specials-images.forbesimg.com/imageserve/57e18d1031358e16c589bff3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=250&cropY2=994
Andrei Bokarev,Bokarev,andrei-bokarev,andrei-bokarev,,50,"coal mining, machine building",Manufacturing,M,Russia,1394743410743,,,,
Horst Brandstaetter,Brandstaetter,horst-brandstaetter,horst-brandstaetter,,83,toys,Service,M,Germany,1434461048846,,,,
Francesco Gaetano Caltagirone,Caltagirone,francesco-gaetano-caltagirone,francesco-gaetano-caltagirone,-34.097,73,"cement, diversified",Construction & Engineering,M,Italy,1488028203332,1849.915,1149,1149,
Chang Yung Fa,Chang,chang-yung-fa,chang-yung-fa,,89,transportation,Logistics,M,Taiwan,1394743408359,,,,
Chen Tianqiao,Chen,chen-tianqiao,chen-tianqiao,,44,online games,Technology,M,China,1394743417448,,,,
Chen Yung-Tai,Chen,chen-yung-tai,chen-yung-tai,-0.25,81,real estate,Real Estate,M,Taiwan,1488028203332,1765.878,1208,1208,
"Robert Coyiuto, Jr.",Coyiuto,robert-coyiuto-jr,robert-coyiuto-jr,0,64,power,Energy,M,Philippines,1488028203332,1490.347,1393,1393,http://specials-images.forbesimg.com/imageserve/55d64adae4b0ffa7afe405d7/416x416.jpg?background=000000&cropX1=68&cropX2=685&cropY1=47&cropY2=664
Maria Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,maria-del-pino-y-calvo-sotelo,maria-del-pino-y-calvo-sotelo,-2.529,60,construction,Construction & Engineering,F,Spain,1488028203332,1126.604,1733,1733,
Murali Divi,Divi,murali-divi,murali-divi,0,65,pharmaceuticals,Health care,M,India,1488028203332,1611.571,1292,1292,http://specials-images.forbesimg.com/imageserve/9839b42fb571122aa4b8bafb23270c90/416x416.jpg?background=000000&cropX1=174&cropX2=612&cropY1=338&cropY2=776
Bulent Eczacibasi,Eczacibasi,bulent-eczacibasi,bulent-eczacibasi,-10.339,67,"pharmaceuticals, diversified",Diversified,M,Turkey,1488028203332,1619.208,1287,1287,
Faruk Eczacibasi,Eczacibasi,faruk-eczacibasi,faruk-eczacibasi,-10.339,62,"pharmaceuticals, diversified",Diversified,M,Turkey,1488028203332,1565.526,1336,1336,
Juan Carlos Escotet,Escotet,juan-carlos-escotet,juan-carlos-escotet,0,57,banking,Finance,M,Venezuela,1488028203331,3682.57,527,527,
Alexander Frolov,Frolov,alexander-frolov,alexander-frolov,-14.945,52,"mining, steel",Metals & Mining,M,Russia,1488028203332,1789.108,1190,1190,
Senapathy Gopalakrishnan,Gopalakrishnan,senapathy-gopalakrishnan,senapathy-gopalakrishnan,0,61,software,Technology,M,India,1488028203332,1644.513,1272,1272,http://specials-images.forbesimg.com/imageserve/57d890984bbe6f6781c4f0e2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=187&cropY2=931
Victor Gradin,Gradin,victor-gradin,no-pic,,84,construction,Construction & Engineering,M,Brazil,1400080812936,,,,
Alexandre Grendene Bartelle,Grendene Bartelle,alexandre-grendene-bartelle,alexandre-grendene-bartelle,3.003,67,shoes,Fashion and Retail,M,Brazil,1488028203331,2065.755,1013,1013,
Mehmet Nazif Gunal,Gunal,mehmet-nazif-gunal,no-pic,0,69,"tourism, construction",Diversified,M,Turkey,1488028203332,1635.006,1276,1276,
Saad Hariri,Hariri,saad-hariri,saad-hariri,,46,"construction, investments",Construction & Engineering,M,Lebanon,1425251445906,,,,
Alfredo Harp Helu,Harp Helu,alfredo-harp-helu,alfredo-harp-helu,-0.056,72,banking,Finance,M,Mexico,1488028203332,1264.995,1603,1603,
Jimmy Haslam,Haslam,jimmy-haslam,jimmy-haslam,0,62,retail,Retail,M,United States,1488028203331,3694.286,524,524,http://specials-images.forbesimg.com/imageserve/57e078bda7ea430a8a1a07c7/416x416.jpg?background=000000&cropX1=16&cropX2=744&cropY1=79&cropY2=807
Richard Hayne,Hayne,richard-hayne,richard-hayne,16.951,69,Urban Outfitters,Fashion and Retail,M,United States,1488028203332,1231.186,1631,1631,
He Qiaonv,He,he-qiaonv,he-qiaonv,12.201,51,landscape architecture,Service,F,China,1488028203332,1822.976,1169,1169,
John Henry,Henry,john-henry,john-henry,0,67,sports,Sports,M,United States,1488028203331,2516.697,830,830,http://specials-images.forbesimg.com/imageserve/57ea922da7ea430a8a1a442c/416x416.jpg?background=000000&cropX1=158&cropX2=564&cropY1=55&cropY2=461
Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,0,65,real estate,Real Estate,M,Hong Kong,1488028203331,2762.672,740,740,
Ravi Jaipuria,Jaipuria,ravi-jaipuria,ravi-jaipuria,0,62,soft drinks,Food and Beverage,M,India,1488028203332,1446.108,1425,1425,http://specials-images.forbesimg.com/imageserve/e38e3bf3cfd21f3893d300cc3c7a6009/416x416.jpg?background=000000&cropX1=121&cropX2=631&cropY1=189&cropY2=700
Mehmet Emin Karamehmet,Karamehmet,mehmet-emin-karamehmet,mehmet-emin-karamehmet,,72,"telecom, diversified",Telecom,M,Turkey,1425251659051,,,,
Vinod Khosla,Khosla,vinod-khosla,vinod-khosla,4.017,62,venture capital,Investments,M,United States,1488028203332,1646.923,1271,1271,
Koo Bon-Moo,Koo,koo-bon-moo,koo-bon-moo,-7.728,72,LG,Diversified,M,South Korea,1488028203332,1708.022,1231,1231,
Yuriy Kosiuk,Kosiuk,yuriy-kosiuk,yuriy-kosiuk,0,48,agriculture,Food and Beverage,M,Ukraine,1488028203332,1176.775,1685,1685,
Lam Kong,Lam,lam-kong,lam-kong,14.679,52,pharmaceuticals,Health care,M,China,1488028203331,2096.761,996,996,
Thomas Lee,Lee,thomas-lee,thomas-lee,0,72,leveraged buyouts,Investments,M,United States,1488028203331,2196,955,955,http://specials-images.forbesimg.com/imageserve/57e1983a31358e16c589c0c5/416x416.jpg?background=000000&cropX1=101&cropX2=631&cropY1=172&cropY2=702
Jose Llado Fernandez-Urrutia,Llado Fernandez-Urrutia,jose-llado-fernandez-urrutia,jose-llado-fernandez-urrutia,-7.097,82,construction,Construction & Engineering,M,Spain,1488028203332,1248.657,1615,1615,
Monique Roosmale Nepveu,Louis-Dreyfus,monique-roosmale-nepveu,no-pic-female,,77,commodities,Food and Beverage,F,France,1425251437348,,,,
Marie-Jeanne Meyer,Meyer,marie-jeanne-meyer,no-pic-female,,75,commodities,Food and Beverage,F,France,1425251462951,,,,
Gary Michelson,Michelson,gary-michelson,gary-michelson,0,68,medical patents,Health care,M,United States,1488028203332,1700,1233,1233,
Massimo Moratti,Moratti,massimo-moratti,massimo-moratti,-0.494,71,oil,Energy,M,Italy,1488028203332,1480.956,1400,1400,
Ezra Nahmad,Nahmad,ezra-nahmad,ezra-nahmad,0,71,art collection,Investments,M,Monaco,1488028203332,1500,1384,1384,
Vadim Novinsky,Novinsky,vadim-novinsky,vadim-novinsky,,53,steel,Metals & Mining,M,Ukraine,1394743407777,,,,
Gregorio Perez Companc,Perez Companc,gregorio-perez-companc,gregorio-perez-companc,0,81,oil and gas,Oil,M,Argentina,1488028203332,1530,1361,1361,
Erika Pohl-Stroher,Pohl-Stroher,erika-pohl-stroeher,no-pic-female,,98,hair products,Retail,F,Germany,1425251567676,,,,
Paul Singer,Singer,paul-singer,paul-singer,0,72,hedge funds,Investments,M,United States,1488028203331,2650,775,775,http://specials-images.forbesimg.com/imageserve/57e18e5a4bbe6f6781c52f22/416x416.jpg?background=000000&cropX1=10&cropX2=730&cropY1=118&cropY2=838
Vichai Srivaddhanaprabha,Srivaddhanaprabha,vichai-srivaddhanaprabha,vichai-srivaddhanaprabha,-0.692,59,duty-free,Retail,M,Thailand,1488028203331,4236.639,418,418,http://specials-images.forbesimg.com/imageserve/574345cf31358e68498f93cb/416x416.jpg?background=000000&cropX1=84&cropX2=714&cropY1=45&cropY2=675
Mark Stevens,Stevens,mark-stevens,mark-stevens,-0.331,57,venture capital,Investments,M,United States,1488028203331,2079.714,1002,1002,//specials-images.forbesimg.com/imageserve/58af5e5b31358e1a35abeede/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=76&cropY2=820
Wen Yibo,Wen,wen-yibo,wen-yibo,1.202,51,manufacturing,Service,M,China,1488028203332,1253.617,1612,1612,
Dan Wilks,Wilks,dan-wilks,dan-wilks,-1.708,60,natural gas,Oil,M,United States,1488028203332,1343.475,1514,1514,
Farris Wilks,Wilks,farris-wilks,farris-wilks,-1.709,65,natural gas,Oil,M,United States,1488028203332,1350.177,1510,1510,
Zhu Yicai,Zhu,zhu-yicai,zhu-yicai,5.419,52,diversified,Diversified,M,China,1488028203332,1052.744,1801,1801,
William Ackman,Ackman,william-ackman,william-ackman,0,50,hedge funds,Finance,M,United States,1488028203332,1400,1462,1462,
Isidoro Alvarez,Alvarez,isidoro-alvarez,no-pic,,82,retail,Retail,M,Spain,1426778050822,,,,
Sergei Katsiev,Katsiev,sergei-katsiev,sergei-katsiev,1.362,59,"retail, wholesale",Retail,M,Russia,1488028203332,1073.886,1782,1782,
Ajay Piramal,Piramal,ajay-piramal,ajay-piramal,0,61,pharmaceuticals,Health care,M,India,1488028203331,3766.384,509,509,http://specials-images.forbesimg.com/imageserve/57d888f24bbe6f6781c4f091/416x416.jpg?background=000000&cropX1=122&cropX2=729&cropY1=142&cropY2=750
Richard Scaife,Scaife,richard-scaife,richard-scaife,,84,investments,Investments,M,United States,1404820920940,,,,
Wilma Tisch,Tisch,wilma-tisch,wilma-tisch,-3.087,89,diversified,Investments,F,United States,1488028203332,1357.686,1505,1505,
Zhang Changhong,Zhang,zhang-changhong,zhang-changhong,,58,finance information service,Finance,M,China,1394743433638,,,,
Lina Maria Aguiar,Aguiar,lina-maria-aguiar,lina-maria-aguiar,-4.995,79,banking inheritance,Finance,F,Brazil,1488028203332,1285.683,1575,1575,
Len Ainsworth,Ainsworth,len-ainsworth,len-ainsworth,-3.903,93,betting machines,Gaming,M,Australia,1488028203332,1068.989,1783,1783,
Aziz Akhannouch,Akhannouch,aziz-akhannouch,aziz-akhannouch,-3.061,56,"petroleum, diversified",Diversified,M,Morocco,1488028203332,1549.123,1347,1347,
Farkhad Akhmedov,Akhmedov,farkhad-akhmedov,farkhad-akhmedov,0,61,natural gas,Energy,M,Russia,1488028203332,1292,1567,1567,
Joao Alves de Queiroz Filho,Alves de Queiroz Filho,joao-alves-de-queiroz-filho,no-pic,1.653,64,consumer goods,Diversified,M,Brazil,1488028203332,1388.293,1480,1480,
Edmund Ansin,Ansin,edmund-ansin,edmund-ansin,0,80,television,Media,M,United States,1488028203332,1260.77,1608,1608,
Michael Ashcroft,Ashcroft,michael-ashcroft,michael-ashcroft,-4.119,71,security,Investments,M,United Kingdom,1488028203332,1640.412,1274,1274,
Roman Avdeev,Avdeev,roman-avdeev,roman-avdeev,3.921,49,"banking, development",Finance,M,Russia,1488028203332,1335.594,1528,1528,
Albert Blokker,Blokker,albert-blokker,no-pic,,71,retail,Retail,M,Belgium,1394743459198,,,,
Els Blokker,Blokker,els-blokker,no-pic-female,,69,retail,Retail,F,Netherlands,1394743449196,,,,
Nicola Bulgari,Bulgari,nicola-bulgari,nicola-bulgari,-5.02,76,luxury goods,Fashion and Retail,M,Italy,1488028203332,1301.635,1561,1561,
Paolo Bulgari,Bulgari,paolo-bulgari,paolo-bulgari,-5.633,79,luxury goods,Fashion and Retail,M,Italy,1488028203332,1343.683,1513,1513,
Michel Chalhoub,Chalhoub,michel-chalhoub,no-pic,0,85,retail,Retail,M,France,1488028203332,1682.799,1246,1246,
Chen Jianhua,Chen,chen-jianhua,chen-jianhua,0,46,chemicals,Manufacturing,M,China,1488028203332,1857.018,1141,1141,
Richard Chilton Jr,Chilton Jr,richard-chilton-jr,richard-chilton-jr,,58,hedge funds,Investments,M,United States,1425251608066,,,,
James Clark,Clark,james-clark,james-clark,0.03,72,"Netscape, investments",Technology,M,United States,1488028203331,2004.334,1044,1044,http://specials-images.forbesimg.com/imageserve/57e19a304bbe6f6781c53074/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=64&cropY2=808
Christopher Cline,Cline,christopher-cline,christopher-cline,-3.892,59,coal,Energy,M,United States,1488028203332,1924.039,1104,1104,http://specials-images.forbesimg.com/imageserve/57e34833a7ea430a8a1a1b5d/416x416.jpg?background=000000&cropX1=213&cropX2=487&cropY1=34&cropY2=308
Alberto Cortina,Cortina,alberto-cortina,alberto-cortina,-3.639,71,investments,Investments,M,Spain,1488028203332,1139.14,1720,1720,
Shlomo Eliahu,Eliahu,shlomo-eliahu,shlomo-eliahu,,81,insurance,Finance,M,Israel,1425251697438,,,,
Clement Fayat,Fayat,clement-fayat,no-pic,0,85,construction,Construction & Engineering,M,France,1488028203332,1853.099,1145,1145,
Gleb Fetisov,Fetisov,gleb-fetisov,gleb-fetisov,0,50,"telecom, finance",Telecom,M,Russia,1488028203332,1215,1645,1645,
Alan Gerry,Gerry,alan-gerry,alan-gerry,0,87,cable television,Media,M,United States,1488028203332,1490.44,1392,1392,
Peter Gilgan,Gilgan,peter-gilgan,peter-gilgan,0,66,homebuilding,Construction & Engineering,M,Canada,1488028203331,2037.334,1028,1028,
Christopher Goldsbury,Goldsbury,christopher-goldsbury,christopher-goldsbury,0,74,salsa,Food and Beverage,M,United States,1488028203332,1559,1342,1342,
Jonathan Gray,Gray,jonathan-gray,no-pic,-11.868,47,Investments,Finance,M,United States,1488028203332,1773.417,1201,1201,http://specials-images.forbesimg.com/imageserve/57226a5f4bbe6f6f9575041c/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=13&cropY2=691
Hong Ra-Hee,Hong,hong-ra-hee,hong-ra-hee,-45.706,71,Samsung,Technology,F,South Korea,1488028203332,1859.961,1139,1139,
Vladimir Iorich,Iorich,vladimir-iorich,vladimir-iorich,,58,"mining, steel",Metals & Mining,M,Germany,1394743448067,,,,
Dmitry Kamenshchik,Kamenshchik,dmitry-kamenshchik,dmitry-kamenshchik,0,48,airport,Service,M,Russia,1488028203331,3700.718,523,523,
Pyotr Kondrashev,Kondrashev,pyotr-kondrashev,pyotr-kondrashev,0,67,fertilizers,Manufacturing,M,Russia,1488028203332,1431.62,1439,1439,
Yuri Kovalchuk,Kovalchuk,yuri-kovalchuk,yuri-kovalchuk,,65,"banking, insurance, media",Finance,M,Russia,1394743475270,,,,
Kagemasa Kozuki,Kozuki,kagemasa-kozuki,kagemasa-kozuki,8.081,76,gaming,Technology,M,Japan,1488028203332,1128.024,1730,1730,
Lei Jufang,Lei,lei-jufang,lei-jufang,-24.998,64,pharmaceuticals,Health care,F,China,1488028203331,2547.098,808,808,
Anatoly Lomakin,Lomakin,anatoly-lomakin,anatoly-lomakin,0,64,fertilizers,Metals & Mining,M,Russia,1488028203332,1425,1443,1443,
Dmitry Mazepin,Mazepin,dmitry-mazepin,dmitry-mazepin,,48,chemicals,Manufacturing,M,Russia,1425251576057,,,,
Billy Joe (Red) McCombs,McCombs,billy-joe-red-mccombs,billy-joe-red-mccombs,0,89,"real estate, oil, cars",Media,M,United States,1488028203332,1610.277,1293,1293,
Max Michel Suberville,Michel Suberville,max-michel-suberville,no-pic,,84,beverages,Food and Beverage,M,Mexico,1455305102558,,,,
Gian Marco Moratti,Moratti,gian-marco-moratti,gian-marco-moratti,-0.494,80,oil,Energy,M,Italy,1488028203332,1285.653,1576,1576,
Yoshiko Mori,Mori,yoshiko-mori,yoshiko-mori,0,76,"inherited, Mori Building",Real Estate,F,Japan,1488028203331,2573.306,798,798,
Marius Nacht,Nacht,marius-nacht,marius-nacht,-7.637,51,software,Technology,M,Israel,1488028203331,2163.03,967,967,
Nandan Nilekani,Nilekani,nandan-nilekani,nandan-nilekani,0,61,software services,Technology,M,India,1488028203332,1612.706,1291,1291,http://specials-images.forbesimg.com/imageserve/57d8905c31358e16c5899032/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=230&cropY2=974
Ranjan Pai,Pai,ranjan-pai,ranjan-pai,0,44,education,Service,M,India,1488028203332,1709.173,1228,1228,http://specials-images.forbesimg.com/imageserve/57d88f80a7ea430a8a19de0f/416x416.jpg?background=000000&cropX1=134&cropX2=619&cropY1=140&cropY2=625
"Nicholas Pritzker, II.",Pritzker,nicholas-pritzker-ii,nicholas-pritzker-ii,0.86,73,"hotels, investments",Service,M,United States,1488028203332,1412.085,1452,1452,
J. Joe Ricketts,Ricketts,j-joe-ricketts,j-joe-ricketts,-2.539,75,TD Ameritrade,Investments,M,United States,1488028203332,1834.098,1156,1156,
Larry Robbins,Robbins,larry-robbins,larry-robbins,0,47,hedge funds,Finance,M,United States,1488028203331,2000,1049,1051,http://specials-images.forbesimg.com/imageserve/57e197dc4bbe6f6781c5304b/416x416.jpg?background=000000&cropX1=53&cropX2=660&cropY1=69&cropY2=677
Remo Ruffini,Ruffini,remo-ruffini,remo-ruffini,-12.349,55,winter jackets,Fashion and Retail,M,Italy,1488028203332,1438.246,1434,1434,
Francesco Saverio Salini,Salini,francesco-saverio-salini,no-pic,,81,construction,Construction & Engineering,M,Italy,1394743442926,,,,
Vladimir Scherbakov,Scherbakov,vladimir-scherbakov,vladimir-scherbakov,,67,autos,Automotive,M,Russia,1394743471836,,,,
Petter Stordalen,Stordalen,petter-stordalen,petter-stordalen,0,54,hotels,Service,M,Norway,1488028203332,1560.626,1341,1341,
Oleg Tinkov,Tinkov,oleg-tinkov,oleg-tinkov,-9.774,49,banking,Finance,M,Russia,1488028203332,1205.593,1656,1656,
Hamdi Ulukaya,Ulukaya,hamdi-ulukaya,hamdi-ulukaya,0,45,Chobani yogurt,Food and Beverage,M,Turkey,1488028203332,1692.83,1241,1241,
Peter Unger,Unger,peter-unger,no-pic,0,72,auto repair,Automotive,M,Germany,1488028203331,1959.538,1081,1081,
Radovan Vitek,Vitek,radovan-vitek,radovan-vitek,0,45,real estate,Real Estate,M,Czech Republic,1488028203331,2370.196,894,894,//specials-images.forbesimg.com/imageserve/6ff5db61a8c6b655c2e30baf909d4898/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=132&cropY2=876
Todd Wagner,Wagner,todd-wagner,todd-wagner,0,56,online media,Media,M,United States,1488028203332,1657.95,1260,1260,
David Walentas,Walentas,david-walentas,david-walentas,0,78,real estate,Real Estate,M,United States,1488028203331,1969,1068,1068,http://specials-images.forbesimg.com/imageserve/57e19894a7ea430a8a1a0e0b/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=23&cropY2=766
Wang Jing,Wang,wang-jing,wang-jing,0,44,telecommunications,Telecom,M,China,1488028203332,1196.426,1668,1668,
Wang Kunxiao,Wang,wang-kunxiao,no-pic,,47,oilfield equipment,Manufacturing,M,China,1394743463359,,,,
Xiong Xuqiang,Xiong,xiong-xuqiang,no-pic,1.892,60,real estate,Real Estate,M,Hong Kong,1488028203332,1796.433,1187,1187,
Luis Enrique Yarur Rey,Yarur Rey,luis-enrique-yarur-rey,no-pic,-14.932,66,banking,Finance,M,Chile,1488028203332,1863.659,1137,1137,
Takao Yasuda,Yasuda,takao-yasuda,takao-yasuda,-1.855,67,retail,Fashion and Retail,M,Japan,1488028203332,1514.699,1373,1373,
"Richard Yuengling, Jr.",Yuengling,richard-yuengling-jr,richard-yuengling-jr,0,73,beer,Food and Beverage,M,United States,1488028203332,1801.415,1181,1181,http://specials-images.forbesimg.com/imageserve/4fca5653e69c4f0f376be0b8e56afb87/416x416.jpg?background=000000&cropX1=274&cropX2=681&cropY1=176&cropY2=584
