name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Paul Singer,Singer,paul-singer,paul-singer,0,hedge funds,Finance and Investments,M,United States,1488028203331,2650,775,775
Pavel Tykac,Tykac,pavel-tykac,pavel-tykac,0,coal mine,Metals & Mining,M,Czech Republic,1488028203332,1266.689,1602,1602
Pedro Moreira Salles,Moreira Salles,pedro-moreira-salles,pedro-moreira-salles,-11.021,"banking, minerals",Diversified,M,Brazil,1488028203331,3205.94,615,615
Peng Jianhu & family,Peng,peng-jianhu,no-pic,-7.727,tourism,Media & Entertainment,M,China,1488028203332,1527.892,1363,1363
Peter Alfond,Alfond,peter-alfond,no-pic,0.762,shoes,Fashion & Retail,M,United States,1488028203332,1443.092,1429,1429
Peter Gilgan,Gilgan,peter-gilgan,peter-gilgan,0,homebuilding,Construction & Engineering,M,Canada,1488028203331,2037.334,1028,1028
Peter Hargreaves,Hargreaves,peter-hargreaves,peter-hargreaves,-32.511,financial services,Finance and Investments,M,United Kingdom,1488028203331,2770.811,738,738
Peter Kamprad,Kamprad,peter-kamprad,no-pic,0,IKEA,Finance and Investments,M,Sweden,1488028203332,1039.961,1815,1817
Peter Leibinger,Leibinger,peter-leibinger,peter-leibinger,0,machine tools,Manufacturing,M,Germany,1488028203332,1368.857,1492,1492
Peter Lim,Lim,peter-lim,peter-lim,-3.261,investments,Finance and Investments,M,Singapore,1488028203331,2128.321,981,981
Peter Spuhler,Spuhler,peter-spuhler,peter-spuhler,-7.926,train cars,Manufacturing,M,Switzerland,1488028203331,2073.865,1005,1005
Peter Thiel,Thiel,peter-thiel,peter-thiel,0.017,"Facebook, Palantir",Finance and Investments,M,United States,1488028203331,2713.979,753,753
Petter Stordalen,Stordalen,petter-stordalen,petter-stordalen,0,hotels,Service,M,Norway,1488028203332,1560.626,1341,1341
Pham Nhat Vuong,Vuong,pham-nhat-vuong,pham-nhat-vuong,0,real estate,Real Estate,M,Vietnam,1488028203331,2508.989,836,836
Philip Niarchos,Niarchos,philip-niarchos,philip-niarchos,0,art collection,Diversified,M,Greece,1488028203331,2500,837,839
Phillip Ragon,Ragon,phillip-ragon,phillip-ragon,0,health IT,Technology,M,United States,1488028203331,2023.758,1035,1035
Pier Luigi Loro Piana,Loro Piana,pier-luigi-loro-piana,pier-luigi-loro-piana,0,fashion,Fashion & Retail,M,Italy,1488028203332,1309.891,1556,1556
Piero Ferrari,Ferrari,piero-ferrari,piero-ferrari,-10.957,automobiles,Automotive,M,Italy,1488028203332,1574.39,1329,1329
Pierre Castel & family,Castel,pierre-castel,pierre-castel,0,wine,Food and Beverage,M,France,1488028203331,10058.761,132,132
Pierre Chen,Chen,pierre-chen,pierre-chen,13.007,"art, electronics",Diversified,M,Taiwan,1488028203331,2013.34,1039,1039
P.N.C. Menon,Menon,pnc-menon,pnc-menon,0,real estate,Real Estate,M,Oman,1488028203332,1626.941,1284,1284
Pollyanna Chu,Chu,pollyanna-chu,pollyanna-chu,-55.636,financial services,Finance and Investments,F,Hong Kong,1488028203331,4837.034,344,344
Polys Haji-Ioannou,Haji-Ioannou,polys-haji-ioannou,no-pic,9.057,EasyJet,Service,M,Cyprus,1488028203332,1100.499,1756,1756
Prasert Prasarttong-Osoth,Prasarttong-Osoth,prasert-prasarttong-osoth,prasert-prasarttong-osoth,-25.63,hospitals,Healthcare,M,Thailand,1488028203331,2795.055,734,734
Prince Sultan bin Mohammed bin Saud Al Kabeer,Al Kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,0,dairy farms,Food and Beverage,M,Saudi Arabia,1488028203331,3800.41,494,494
P.V. Ramprasad Reddy,Reddy,pv-ramprasad-reddy,pv-ramprasad-reddy,0,pharmaceuticals,Healthcare,M,India,1488028203331,2633.751,785,785
Pyotr Kondrashev,Kondrashev,pyotr-kondrashev,pyotr-kondrashev,0,fertilizers,Manufacturing,M,Russia,1488028203332,1431.62,1439,1439
Qi Jinxing,Qi,qi-jinxing,qi-jinxing,-6.548,real estate,Real Estate,M,China,1488028203332,1525.704,1364,1364
Qi Shi & family,Qi,qi-shi,qi-shi,-1.371,financial information,Technology,M,China,1488028203331,2300.506,917,917
Qin Yinglin & family,Qin,qin-yinglin,qin-yinglin,15.7,pig breeding,Food and Beverage,M,China,1488028203331,2211.887,951,951
Qiu Guanghe & family,Qiu,qiu-guanghe,qiu-guanghe,2.932,fashion retail,Fashion & Retail,M,China,1488028203331,3424.066,569,569
Qiu Jianping & family,Qiu,qiu-jianping,qiu-jianping,94.401,hand tools,Manufacturing,M,China,1488028203331,2585.843,792,792
Que Wenbin & family,Que,que-wenbin,no-pic,7.063,pharmaceuticals,Healthcare,M,China,1488028203332,1467.188,1410,1410
Radhe Shyam Agarwal,Agarwal,radhe-shyam-agarwal,radhe-shyam-agarwal,0,consumer goods,Fashion & Retail,M,India,1488028203332,1449.257,1422,1422
Radhe Shyam Goenka,Goenka,radhe-shyam-goenka,radhe-shyam-goenka,0,consumer goods,Fashion & Retail,M,India,1488028203332,1448.164,1423,1423
Radik Shaimiev,Shaimiev,radik-shaimiev,radik-shaimiev,5.876,"refinery, chemicals",Energy,M,Russia,1488028203332,1116.466,1743,1743
Radovan Vitek,Vitek,radovan-vitek,radovan-vitek,0,real estate,Real Estate,M,Czech Republic,1488028203331,2370.196,894,894
Rafael Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,rafael-del-pino-y-calvo-sotelo,rafael-del-pino-y-calvo-sotelo,-6.283,construction,Construction & Engineering,M,Spain,1488028203331,2820.318,723,723
Raghuvinder Kataria,Kataria,raghuvinder-kataria,raghuvinder-kataria,0,diversified,Finance and Investments,M,United Kingdom,1488028203332,1202.642,1662,1662
Rahel Blocher,Blocher,rahel-blocher,no-pic-female,-10.629,chemicals,Manufacturing,F,Switzerland,1488028203331,4593.111,368,368
Rahul Bajaj,Bajaj,rahul-bajaj,rahul-bajaj,0,motorcycles,Automotive,M,India,1488028203331,3607.109,538,538
Rainer Blickle,Blickle,rainer-blickle,rainer-blickle,0,auto parts,Manufacturing,M,Germany,1488028203331,3299.035,594,594
Raj Kumar & Kishin RK,Kumar & Kishin RK,raj-kumar-kishin-rk,raj-kumar-kishin-rk,0,real estate,Real Estate,M,Singapore,1488028203331,2513.853,832,832
Rajan Raheja & family,Raheja,rajan-raheja,rajan-raheja,-0.001,diversified,Diversified,M,India,1488028203331,2683.417,762,762
Rakesh Gangwal,Gangwal,rakesh-gangwal,rakesh-gangwal,-0.046,airline,Service,M,United States,1488028203331,2162.34,968,968
Rakesh Jhunjhunwala,Jhunjhunwala,rakesh-jhunjhunwala,rakesh-jhunjhunwala,-0.002,investments,Finance and Investments,M,India,1488028203331,2206.64,952,952
Ralph Dommermuth,Dommermuth,ralph-dommermuth,ralph-dommermuth,-10.857,internet service provider,Technology,M,Germany,1488028203331,3852.971,480,480
Ralph Sonnenberg & family,Sonnenberg,ralph-sonnenberg,no-pic,-26.506,blinds,Manufacturing,M,Netherlands,1488028203331,2263.063,936,936
Randa Williams,Williams,randa-williams,randa-williams,-75.408,pipelines,Energy,F,United States,1488028203331,5571.143,283,283
Randall Rollins,Rollins,randall-rollins,randall-rollins,-26.303,pest control,Service,M,United States,1488028203331,3564.6,542,542
Randolph Lerner,Lerner,randolph-lerner,randolph-lerner,-5.016,finance,Finance and Investments,M,United States,1488028203332,1139.297,1717,1717
Ranjan Pai,Pai,ranjan-pai,ranjan-pai,0,education,Service,M,India,1488028203332,1709.173,1228,1228
Ravi Jaipuria,Jaipuria,ravi-jaipuria,ravi-jaipuria,0,soft drinks,Food and Beverage,M,India,1488028203332,1446.108,1425,1425
Ravi Pillai,Pillai,ravi-pillai,ravi-pillai,0,construction,Construction & Engineering,M,India,1488028203331,3482.243,563,563
Ray Davis,Davis,ray-davis,ray-davis,-7.394,pipelines,Energy,M,United States,1488028203331,2705.066,755,755
Reed Hastings,Hastings,reed-hastings,reed-hastings,-3.974,Netflix,Media & Entertainment,M,United States,1488028203332,1768.627,1206,1206
Regina de Camargo Pires Oliveira Dias,Pires Oliveira Dias,regina-de-camargo-pires-oliveira-dias,regina-de-camargo-pires-oliveira-dias,2.637,construction,Construction & Engineering,F,Brazil,1488028203331,3131.869,638,638
Regine Leibinger,Leibinger,regine-leibinger,regine-leibinger,0,machine tools,Manufacturing,F,Germany,1488028203332,1368.857,1492,1493
Reid Hoffman,Hoffman,reid-hoffman,reid-hoffman,0.253,LinkedIn,Technology,M,United States,1488028203331,3144.48,632,632
Reinhold Schmieding,Schmieding,reinhold-schmieding,reinhold-schmieding,0,medical devices,Healthcare,M,United States,1488028203331,4424.017,396,396
Reinold Geiger,Geiger,reinold-geiger,reinold-geiger,0,beauty products,Fashion & Retail,M,Austria,1488028203332,1418.851,1445,1445
Remo Ruffini,Ruffini,remo-ruffini,remo-ruffini,-12.349,winter jackets,Fashion & Retail,M,Italy,1488028203332,1438.246,1434,1434
Ren Jianhua,Ren,ren-jianhua,ren-jianhua,-56.648,kitchen appliances,Manufacturing,M,China,1488028203331,2068.078,1010,1010
Ren Zhengfei,Ren,ren-zhengfei,ren-zhengfei,0,telecom equipment,Telecom,M,China,1488028203331,2164.917,966,966
Renata de Camargo Nascimento,Nascimento,renata-de-camargo-nascimento,renata-de-camargo-nascimento,2.637,construction,Construction & Engineering,F,Brazil,1488028203331,3158.43,630,630
Renate Reimann-Haas,Reimann-Haas,renate-reimann-haas,no-pic-female,0,consumer goods,Fashion & Retail,F,Germany,1488028203331,3723.44,515,516
Renzo Rosso,Rosso,renzo-rosso,renzo-rosso,0,fashion,Fashion & Retail,M,Italy,1488028203331,3038.593,665,665
Richard Chang,Chang,richard-chang-1,richard-chang-1,5.236,"real estate, electronics",Real Estate,M,Taiwan,1488028203332,1058.935,1795,1795
Richard Hayne,Hayne,richard-hayne,richard-hayne,16.951,Urban Outfitters,Fashion & Retail,M,United States,1488028203332,1231.186,1631,1631
Richard Oetker,Oetker,richard-oetker,richard-oetker,0,consumer goods,Fashion & Retail,M,Germany,1488028203331,1967.707,1069,1075
Richard Tsai,Tsai,richard-tsai,richard-tsai,-3.327,finance,Finance and Investments,M,Taiwan,1488028203331,3092.341,650,650
Richard Yuengling Jr,Yuengling,richard-yuengling-jr,richard-yuengling-jr,0,beer,Food and Beverage,M,United States,1488028203332,1801.415,1181,1181
Rick Caruso,Caruso,rick-caruso,rick-caruso,0,real estate,Real Estate,M,United States,1488028203331,3752.267,512,512
Rishad Naoroji,Naoroji,rishad-naoroji,rishad-naoroji,-0.001,consumer goods,Diversified,M,India,1488028203331,2534.564,816,816
Robert Citrone,Citrone,robert-citrone,robert-citrone,0,hedge fund,Finance and Investments,M,United States,1488028203332,1110,1749,1749
Robert Coyiuto Jr,Coyiuto,robert-coyiuto-jr,robert-coyiuto-jr,0,power,Energy,M,Philippines,1488028203332,1490.347,1393,1393
Robert Duggan,Duggan,robert-duggan,robert-duggan,1.412,pharmaceuticals,Healthcare,M,United States,1488028203331,2642.819,778,778
Robert Miller,Miller,robert-miller-1,no-pic,0,retail,Fashion & Retail,M,United Kingdom,1488028203331,2575.062,796,796
Robert Mouawad & family,Mouawad,robert-mouawad,no-pic,0,fine jewelry,Service,M,Lebanon,1488028203332,1592.7,1312,1312
Robert Pera,Pera,robert-pera,robert-pera,38.381,wireless networking gear,Technology,M,United States,1488028203331,3040.894,664,664
Robert & Philip Ng,Ng,robert-philip-ng,robert-philip-ng,-32.055,real estate,Real Estate,M,Singapore,1488028203331,8747.388,154,154
Robert Smith,Smith,robert-smith,robert-smith,0,private equity,Finance and Investments,M,United States,1488028203331,2500,837,840
Robert Toennies,Toennies,robert-toennies,robert-toennies,0,meat processing,Food and Beverage,M,Germany,1488028203331,2020.509,1036,1036
Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,2.466,"forestry, mining",Diversified,M,Chile,1488028203332,1667.03,1253,1253
Roberto Irineu Marinho,Marinho,roberto-irineu-marinho,roberto-irineu-marinho,0,media,Media & Entertainment,M,Brazil,1488028203331,3887.999,473,473
Robin Li,Li,robin-li,robin-li,-680.703,internet search,Technology,M,China,1488028203331,12597.81,95,95
Rodney Lewis,Lewis,rodney-lewis,rodney-lewis,0,natural gas,Energy,M,United States,1488028203332,1472.004,1407,1407
Rodney Sacks,Sacks,rodney-sacks,rodney-sacks,-50.515,energy drinks,Food and Beverage,M,United States,1488028203332,1397.582,1465,1465
Roger Penske,Penske,roger-penske,roger-penske,6.663,cars,Automotive,M,United States,1488028203332,1589.911,1314,1314
Roger Wang,Wang,roger-wang,roger-wang,-11.296,retail,Fashion & Retail,M,United States,1488028203331,3733.22,513,513
Roman Avdeev,Avdeev,roman-avdeev,roman-avdeev,3.921,"banking, development",Finance and Investments,M,Russia,1488028203332,1335.594,1528,1528
Romesh T. Wadhwani,Wadhwani,romesh-t-wadhwani,romesh-t-wadhwani,0,software,Technology,M,United States,1488028203331,2970.59,689,689
Ron Sim,Sim,ron-sim,ron-sim,-0.634,retail,Fashion & Retail,M,Singapore,1488028203332,1147.065,1708,1708
Ronald Joyce,Joyce,ronald-joyce,ronald-joyce,-13.136,restaurants,Diversified,M,Canada,1488028203332,1361.794,1497,1497
Ronald McAulay,McAulay,ronald-mcaulay,no-pic,-12.11,energy,Energy,M,Hong Kong,1488028203331,3130.061,639,639
Ronald Wanek,Wanek,ronald-wanek,ronald-wanek,0,furniture,Manufacturing,M,United States,1488028203331,2001.738,1045,1045
Rosely Schweizer,Schweizer,rosely-schweizer,rosely-schweizer,0,consumer goods,Fashion & Retail,F,Germany,1488028203331,1967.707,1069,1076
Rossana Camargo de Arruda Botelho,Camargo de Arruda Botelho,rossana-camargo-de-arruda-botelho,rossana-camargo-de-arruda-botelho,2.637,construction,Construction & Engineering,F,Brazil,1488028203331,3131.881,637,637
Ruan Shuilong & family,Ruan,ruan-shuilong,no-pic,4.267,chemicals,Manufacturing,M,China,1488028203332,1244.611,1618,1618
Rubens Ometto Silveira Mello,Ometto Silveira Mello,rubens-ometto-silveira-mello,rubens-ometto-silveira-mello,-37.111,"sugar, ethanol",Energy,M,Brazil,1488028203332,1353.225,1506,1506
Rudolf Maag,Maag,rudolf-maag,no-pic,-2.056,medical devices,Healthcare,M,Switzerland,1488028203331,2375.904,891,891
Rufino Vigil Gonzalez,Vigil Gonzalez,rufino-vigil-gonzalez,rufino-vigil-gonzalez,73.546,steel,Metals & Mining,M,Mexico,1488028203331,2174.322,964,964
Russ Weiner,Weiner,russ-weiner,russ-weiner,0,energy drinks,Food and Beverage,M,United States,1488028203331,4042.662,449,449
Rustem Sulteev,Sulteev,rustem-sulteev,rustem-sulteev,5.997,"refinery, chemicals",Energy,M,Russia,1488028203332,1045.529,1808,1808
Ryan Graves,Graves,ryan-graves,ryan-graves,0,uber,Technology,M,United States,1488028203332,1578,1323,1323
Sait-Salam Gutseriev,Gutseriev,sait-salam-gutseriev,no-pic,-0.314,"oil, banking, real estate",Diversified,M,Russia,1488028203332,1609.067,1294,1294
Sam Goi,Goi,sam-goi,sam-goi,4.148,frozen foods,Food and Beverage,M,Singapore,1488028203331,2231.082,945,945
Sameer Gehlaut,Gehlaut,sameer-gehlaut,sameer-gehlaut,0,finance,Finance and Investments,M,India,1488028203332,1360.711,1500,1500
Samuel Tak Lee,Lee,samuel-tak-lee,no-pic,-0.846,real estate,Real Estate,M,Hong Kong,1488028203331,2995.439,678,678
Samuel Yin,Yin,samuel-yin,samuel-yin,-91.882,diversified,Diversified,M,Taiwan,1488028203331,3669.223,529,529
Samvel Karapetyan,Karapetyan,samvel-karapetyan,samvel-karapetyan,0,development,Construction & Engineering,M,Russia,1488028203331,3316.729,592,592
Sandra Ortega Mera,Ortega Mera,sandra-ortega-mera,sandra-ortega-mera,-40.797,Zara,Fashion & Retail,F,Spain,1488028203331,6546.645,224,224
Sandro Veronesi,Veronesi,sandro-veronesi,sandro-veronesi,-2.471,fashion,Fashion & Retail,M,Italy,1488028203332,1663.399,1257,1257
Sanford Diller,Diller,sanford-diller,no-pic,0,real estate,Real Estate,M,United States,1488028203332,1665.102,1254,1254
Sanford Weill,Weill,sanford-weill,no-pic,-1.426,Citigroup,Finance and Investments,M,United States,1488028203332,1134.108,1726,1726
Sanjay Singal,Singal,sanjay-singal,sanjay-singal,0,steel,Manufacturing,M,India,1488028203332,1184.708,1675,1675
Sanjiv Goenka,Goenka,sanjiv-goenka,sanjiv-goenka,0.001,diversified,Diversified,M,India,1488028203332,1623.526,1285,1285
Sara Blakely,Blakely,sara-blakely,sara-blakely,0,Spanx,Fashion & Retail,F,United States,1488028203332,1054.172,1800,1800
Sarah MacMillan,MacMillan,sarah-macmillan,no-pic-female,0,Cargill,Food and Beverage,F,United States,1488028203332,1872.849,1131,1134
Satish Mehta,Mehta,satish-mehta,satish-mehta,0,pharmaceuticals,Healthcare,M,India,1488028203332,1065.689,1788,1788
Scott Duncan,Duncan,scott-duncan,no-pic,-75.402,pipelines,Energy,M,United States,1488028203331,5570.78,284,286
Scott Farquhar,Farquhar,scott-farquhar,scott-farquhar,-15.995,software,Technology,M,Australia,1488028203331,2060.49,1016,1017
Scott Lin & family,Lin,scott-lin,scott-lin,-98.239,optical components,Technology,M,Taiwan,1488028203331,2570.98,799,799
S.D. Shibulal,Shibulal,sd-shibulal,sd-shibulal,0,software services,Technology,M,India,1488028203332,1078.717,1776,1776
Sean Parker,Parker,sean-parker,sean-parker,0.008,Facebook,Technology,M,United States,1488028203331,2576.772,794,794
Sefik Yilmaz Dizdar,Dizdar,sefik-yilmaz-dizdar,no-pic,0,fashion retail,Fashion & Retail,M,Turkey,1488028203332,1263.725,1604,1604
Semahat Sevim Arsel,Arsel,semahat-sevim-arsel,semahat-sevim-arsel,-20.583,diversified,Diversified,F,Turkey,1488028203331,2405.236,880,880
Senapathy Gopalakrishnan,Gopalakrishnan,senapathy-gopalakrishnan,senapathy-gopalakrishnan,0,software services,Technology,M,India,1488028203332,1644.513,1272,1272
Seo Jung-Jin,Seo,seo-jung-jin,seo-jung-jin,-17.882,biotech,Healthcare,M,South Korea,1488028203331,2250.842,940,940
Serge Godin,Godin,serge-godin,serge-godin,-29.66,information technology,Technology,M,Canada,1488028203332,1435.897,1437,1437
Sergei Galitsky,Galitsky,sergei-galitsky,sergei-galitsky,-214.002,retail,Fashion & Retail,M,Russia,1488028203331,6341.071,233,233
Sergei Katsiev,Katsiev,sergei-katsiev,sergei-katsiev,1.362,"retail, wholesale",Fashion & Retail,M,Russia,1488028203332,1073.886,1782,1782
Seth Klarman,Klarman,seth-klarman,seth-klarman,0,investments,Finance and Investments,M,United States,1488028203332,1550,1345,1346
Sezai Bacaksiz,Bacaksiz,sezai-bacaksiz,no-pic,0,diversified,Diversified,M,Turkey,1488028203332,1631.044,1280,1280
Shahid Khan,Khan,shahid-khan,shahid-khan,0,auto parts,Automotive,M,United States,1488028203331,8318.019,160,160
Shao Zhongyi,Shao,shao-zhongyi,no-pic,0,soybean trading,Food and Beverage,M,China,1488028203332,1288.822,1571,1571
Shaul Shani,Shani,shaul-shani,no-pic,0,telecom,Telecom,M,Israel,1488028203331,3350,586,586
Shen Guojun,Shen,shen-guojun,shen-guojun,5.724,retail,Fashion & Retail,M,China,1488028203331,2422.357,873,873
Sheryl Sandberg,Sandberg,sheryl-sandberg,sheryl-sandberg,0.392,Facebook,Technology,F,United States,1488028203332,1362.975,1496,1496
Shin Chang-Jae,Shin,shin-chang-jae,shin-chang-jae,0,insurance,Finance and Investments,M,South Korea,1488028203331,1948.851,1090,1090
Shin Dong-Bin,Shin,shin-dong-bin,shin-dong-bin,2.707,retail,Fashion & Retail,M,South Korea,1488028203332,1501.678,1383,1383
Shin Dong-Joo,Shin,shin-dong-joo,shin-dong-joo,2.971,retail,Fashion & Retail,M,South Korea,1488028203332,1270.408,1596,1596
Shishir Bajaj,Bajaj,shishir-bajaj,shishir-bajaj,0.001,consumer goods,Food and Beverage,M,India,1488028203332,1051.35,1802,1802
Shoji Uehara,Uehara,shoji-uehara,shoji-uehara,-18.294,pharmaceuticals,Healthcare,M,Japan,1488028203332,1067.147,1785,1785
Shuai Fangwen & family,Shuai,shuai-fangwen,no-pic,-5.036,pharmaceuticals,Healthcare,M,China,1488028203332,1708.442,1230,1230
Sidney Kimmel,Kimmel,sidney-kimmel,sidney-kimmel,0,retail,Fashion & Retail,M,United States,1488028203332,1320.262,1545,1545
Siegfried Meister,Meister,siegfried-meister,no-pic,-64.094,appliances,Manufacturing,M,Germany,1488028203331,3718.217,520,520
Silas Chou,Chou,silas-chou,silas-chou,-0.02,fashion investments,Fashion & Retail,M,Hong Kong,1488028203331,2699.079,757,757
Simon Xie,Xie,simon-xie,simon-xie,7.681,online payment service,Technology,M,China,1488028203331,3067.777,655,655
Sit Kwong Lam,Sit,sit-kwong-lam,sit-kwong-lam,-19.065,"oil, transportation",Energy,M,Hong Kong,1488028203331,2360.266,899,899
Smita Crishna-Godrej,Crishna-Godrej,smita-crishna-godrej,no-pic-female,0,diversified,Diversified,F,India,1488028203331,2534.186,818,820
Soegiarto Adikoesoemo,Adikoesoemo,soegiarto-adikoesoemo,soegiarto-adikoesoemo,30.611,chemicals,Logistics,M,Indonesia,1488028203332,1284.546,1577,1577
Solomon Lew,Lew,solomon-lew,solomon-lew,-4.059,retail,Fashion & Retail,M,Australia,1488028203332,1219.143,1640,1640
Somphote Ahunai,Ahunai,somphote-ahunai,somphote-ahunai,-8.928,energy,Energy,M,Thailand,1488028203332,1134.416,1725,1725
Song Zuowen,Song,song-zuowen,song-zuowen,-8.391,"aluminum, diversified",Diversified,M,China,1488028203331,2335.387,903,903
Sri Prakash Lohia,Lohia,sri-prakash-lohia,sri-prakash-lohia,35.503,polyester,Manufacturing,M,Indonesia,1488028203331,5361.47,303,303
Stanley Perron,Perron,stanley-perron,stanley-perron,0,"property, retail",Real Estate,M,Australia,1488028203332,1884.753,1128,1128
Stefan Olsson,Olsson,stefan-olsson,stefan-olsson,0,diversified,Diversified,M,Sweden,1488028203331,2295.38,921,921
Stefan Reimann-Andersen,Reimann-Andersen,stefan-reimann-andersen,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1488028203331,3723.44,515,517
Stefano Gabbana,Gabbana,stefano-gabbana,stefano-gabbana,0,luxury goods,Fashion & Retail,M,Italy,1488028203332,1242.142,1619,1619
Stephen Feinberg,Feinberg,stephen-feinberg,no-pic,0,private equity,Finance and Investments,M,United States,1488028203332,1272.086,1593,1593
Stephen Lansdown,Lansdown,stephen-lansdown,stephen-lansdown,-16.107,financial services,Finance and Investments,M,Guernsey,1488028203332,1836.529,1153,1153
Stephen Rubin,Rubin,stephen-rubin,stephen-rubin,-9.57,sports apparel,Fashion & Retail,M,United Kingdom,1488028203332,1824.933,1164,1164
Stephen Saad,Saad,stephen-saad,stephen-saad,0.747,pharmaceuticals,Healthcare,M,South Africa,1488028203332,1257.624,1610,1610
Steve Case,Case,steve-case,steve-case,2.08,AOL,Technology,M,United States,1488028203332,1314.888,1553,1553
Steven Roth,Roth,steven-roth,steven-roth,0.358,real estate,Real Estate,M,United States,1488028203332,1127.674,1732,1732
Stewart and Lynda Resnick,Resnick,stewart-and-lynda-resnick,stewart-and-lynda-resnick,0,"agriculture, water",Food and Beverage,,United States,1488028203331,4044.626,448,448
Stewart Horejsi & family,Horejsi,stewart-horejsi,no-pic,0.602,Berkshire Hathaway,Finance and Investments,M,United States,1488028203332,1575.946,1327,1327
Su Weizhong,Su,su-weizhong,no-pic,2.971,"oil, fertilizers",Energy,M,China,1488028203332,1163.373,1697,1697
Suat Gunsel,Gunsel,suat-gunsel,suat-gunsel,0,"real estate, education",Real Estate,M,Cyprus,1488028203332,1694.432,1240,1240
Sudhir & Samir Mehta,Mehta,sudhir-samir-mehta,sudhir-samir-mehta,0,diversified,Diversified,M,India,1488028203331,3274.785,603,603
Suh Kyung-Bae,Suh,suh-kyung-bae,suh-kyung-bae,439.781,cosmetics,Fashion & Retail,M,South Korea,1488028203331,7027.102,202,202
Suhon Lin,Lin,suhon-lin,suhon-lin,0,petrochemicals,Manufacturing,M,Taiwan,1488028203331,1993.093,1055,1055
Sumet Jiaravanon,Jiaravanon,sumet-jiaravanon,no-pic,-11.34,diversified,Diversified,M,Thailand,1488028203331,3358.341,582,582
Sun Hongbin,Sun,sun-hongbin,sun-hongbin,23.813,real estate,Real Estate,M,United States,1488028203331,2139.498,975,975
Sun Piaoyang,Sun,sun-piaoyang,sun-piaoyang,89.1,pharmaceuticals,Healthcare,M,China,1488028203331,4461.817,388,388
Sun Qinghuan,Sun,sun-qinghuan,no-pic,0,lighting,Technology,M,China,1488028203332,1803.079,1178,1178
Sun Shangchuan & family,Sun,sun-shangchuan,no-pic,0,electronics components,Technology,M,China,1488028203332,1267.623,1599,1599
Sun Shoukuan,Sun,sun-shoukuan,sun-shoukuan,0,metals. coal,Manufacturing,M,China,1488028203332,1145.664,1710,1710
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,3.212,real estate,Real Estate,M,China,1488028203331,2160.896,969,969
Suna Kirac,Kirac,suna-kirac,suna-kirac,-17.395,diversified,Diversified,F,Turkey,1488028203331,2040.043,1026,1026
Sunil Vaswani,Vaswani,sunil-vaswani,sunil-vaswani,0,diversified,Diversified,M,United Kingdom,1488028203331,2414.23,877,877
Sunny Varkey,Varkey,sunny-varkey,sunny-varkey,0,education,Service,M,India,1488028203332,1891.535,1121,1121
Surendra Hiranandani,Hiranandani,surendra-hiranandani,surendra-hiranandani,0,real estate,Real Estate,M,India,1488028203332,1247.263,1616,1616
Surin Upatkoon,Upatkoon,surin-upatkoon,surin-upatkoon,-0.912,"telecom, lotteries, insurance",Diversified,M,Thailand,1488028203332,1011.019,1840,1840
Susan Alfond,Alfond,susan-alfond,susan-alfond,0.762,shoes,Fashion & Retail,F,United States,1488028203332,1439.74,1432,1433
Susanne Zimmermann von Siefart ,Zimmermann von Siefart ,susanne-zimmermannvon-siefart,no-pic-female,0,"vacuums, home cleaning products",Manufacturing,F,Germany,1488028203332,1571.599,1332,1333
Sutong Pan,Pan,sutong-pan,no-pic,-174.566,"real estate, finance",Real Estate,M,Hong Kong,1488028203331,4467.41,385,385
Swift Xie,Xie,swift-xie,no-pic,0,drones,Technology,M,China,1488028203332,1120,1738,1738
Sybill Storz,Storz,sybill-storz,no-pic-female,0,medical devices,Healthcare,F,Germany,1488028203331,2070.755,1006,1007
Syed Mokhtar AlBukhary,AlBukhary,syed-mokhtar-albukhary,syed-mokhtar-albukhary,-7.085,"engineering, energy, construction",Diversified,M,Malaysia,1488028203332,1816.741,1172,1172
Sze Man Bok,Sze,sze-man-bok,sze-man-bok,-32.438,hygiene products,Manufacturing,M,China,1488028203331,2252.819,938,938
T. Denny Sanford,Sanford,t-denny-sanford,t-denny-sanford,0,"banking, credit cards",Finance and Investments,M,United States,1488028203332,1773,1202,1202
Tahir,Tahir,tahir,tahir,10.934,diversified,Diversified,M,Indonesia,1488028203331,2815.768,727,727
Takao Yasuda,Yasuda,takao-yasuda,takao-yasuda,-1.855,retail,Fashion & Retail,M,Japan,1488028203332,1514.699,1373,1373
Tamara Gustavson & family,Gustavson,tamara-gustavson,no-pic-female,28.154,self storage,Service,F,United States,1488028203331,5111.53,324,324
Tang Hsiang-chien,Tang,tang-hsiang-chien,tang-hsiang-chien,-0.089,"textiles, electronics",Manufacturing,M,Hong Kong,1488028203332,1482.937,1398,1398
Tatiana Casiraghi,Casiraghi,tatiana-casiraghi,tatiana-casiraghi,-5.7,beer,Food and Beverage,F,Monaco,1488028203331,2375.903,892,893
